stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
SR1086,RD,L,VS2,GIA,2376348361,,1.84000,2454.25950,-35.41422,HONG KONG,7.78-7.82x4.91,63.00,58.00,35.00,14.50,41.60,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,7.82,7.78,4.91,http://image.simgems.com/images/SR1086,"Additional clouds, pinpoints and patches of color are not shown.","Crystal, Feather, Cloud, Etch Channel",21/01/2021 12:00:00 AM,50.00,SR1086,Y,None,3800.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC2,WC1,WT0,No,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2376348361,GAILY JEWELLERY COMPANY LIMITED,HONG KONG,2891.57065,False,,1.005,,M
SSR17A,RD,L,I1,GIA,6371794596,,1.51000,1748.43900,-41.71870,HONG KONG,7.35-7.35x4.56,62.00,57.00,34.00,14.50,41.40,44.00,MED to THK,Medium,3.50,,None,None,EX,EX,None,,,,,,,EX,7.35,7.35,4.56,http://image.simgems.com/images/SSR17A,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","Cavity, Feather, Twinning Wisp, Crystal, Cloud, Needle, Indented Natural",03/05/2021 12:00:00 AM,50.00,SSR17A,Y,,3000.00000,70.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC1,BT0,EC2,WC2,WT1,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6371794596,,HONG KONG,1800.00000,False,,1.000,,A
SRAD46-B,RAD,N,VVS2,GIA,6415002361,,1.36000,1039.50000,-48.66667,HONG KONG,6.82x5.86x3.77,64.30,71.00,0.00,0.00,0.00,0.00,STK,,0.00,,None,None,EX,VG,None,,,,,,,,6.82,5.86,3.77,http://image.simgems.com/images/SRAD46-B,,Feather,16/11/2021 12:00:00 AM,0.00,SRAD46-B,Y,None,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6415002361,,HONG KONG,1547.05147,False,,1.164,,A
SSR14A,RD,M,SI2,GIA,6391399078,,1.17000,1053.01350,-44.57824,HONG KONG,6.84-6.85x4.11,60.10,60.00,34.50,14.00,40.80,43.00,THN to MED,Thin,3.00,,None,None,EX,EX,None,,,,,,,EX,6.85,6.84,4.11,http://image.simgems.com/images/SSR14A,Clouds are not shown.,"Feather, Crystal, Needle",28/07/2021 12:00:00 AM,45.00,SSR14A,Y,MILKY,1900.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC1,WC1,WT2,VG,A,,MILKY,,,,,,,,,https://www.gia.edu/report-check?reportno=6391399078,,HONG KONG,1923.84615,False,,1.001,,A
CS53413,RD,E,SI1,GIA,7458194729,,1.02000,3191.26500,-43.01312,HONG KONG,6.43-6.48x4.03,62.40,58.00,34.00,14.50,41.60,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,6.48,6.43,4.03,,Additional clouds are not shown. Pinpoints are not shown.,"Feather, Cloud, Crystal, Needle",11/11/2022 12:00:00 AM,50.00,,Y,,5600.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7458194729,RIO ASIAN DIAM,HONG KONG,7569.37255,False,,1.008,,M
SSR20-B,RD,N,SI2,GIA,7386818620,,1.02000,940.50000,-45.00000,HONG KONG,6.54-6.54x3.96,60.60,59.00,31.50,12.50,41.60,44.50,MED to THK,Medium,4.00,,None,None,EX,EX,None,,,,,,,EX,6.54,6.54,3.96,http://image.simgems.com/images/SSR20-B,Clarity grade is based on clouds that are not shown. Internal graining is not shown. Pinpoints are not shown.,"Crystal, Feather, Needle",31/05/2021 12:00:00 AM,50.00,SSR20-B,Y,MIX TING GREEN,0.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC1,BT1,EC2,WC2,WT2,NO,A,,MIX TING GREEN,,,,,,,,,https://www.gia.edu/report-check?reportno=7386818620,,HONG KONG,1540.00000,False,,1.000,,A
SR1336,RD,E,IF,GIA,2416989872,,1.01000,7019.74350,-43.84205,HONG KONG,6.36-6.41x4.00,62.60,58.00,36.00,15.50,41.00,43.50,THN to STK,Thin,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.41,6.36,4.00,http://image.simgems.com/images/SR1336,Minor details of polish are not shown.,,13/01/2022 12:00:00 AM,55.00,SR1336,Y,,12500.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NO,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2416989872,,HONG KONG,10556.01980,False,Not Available,1.008,,A
KS111,SQEM,I,SI1,GIA,5276799231,,1.01000,1511.76960,-52.75720,HONG KONG,5.46x5.36x3.86,72.00,60.00,0.00,0.00,0.00,0.00,VTK,,0.00,,None,None,EX,VG,None,,,,,,,,5.46,5.36,3.86,http://image.simgems.com/images/KS111,Pinpoints are not shown.,"Crystal, Feather, Needle, Natural",17/01/2018 12:00:00 AM,0.00,KS111,Y,,3200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC2,WC1,WT1,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5276799231,SIM GEMS USA INC,USA,1938.08911,False,,1.019,,M
SR669,RD,J,SI2,GIA,2347872754,,1.00000,1264.10129,-57.86329,HONG KONG,6.43-6.45x3.84,59.60,63.00,33.00,12.00,40.40,42.50,STK to VTK,,5.00,Faceted,None,None,VG,VG,None,,,,,,,GD,6.45,6.43,3.84,http://image.simgems.com/images/SR669,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Cloud, Needle",13/02/2020 12:00:00 AM,60.00,SR669,Y,,3000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC1,BT2,EC2,WC1,WT1,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2347872754,,HONG KONG,1890.00000,False,,1.003,,A
DS121,RAD,L,VS1,GIA,2161966846,,10.85000,12790.80000,-32.68000,HONG KONG,12.92x11.98x8.07,67.40,66.00,0.00,0.00,0.00,0.00,MED,Medium,0.00,Polished,None,None,EX,VG,None,,,,,,,,12.92,11.98,8.07,http://image.simgems.com/images/DS121,Additional clouds are not shown.,"Feather, Pinpoint, Cloud",28/06/2022 12:00:00 AM,0.00,DS121,Y,,19000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2161966846,TIZDAN OFIR,HONG KONG,11000.00000,False,,1.078,,M
SOZ214,CMB,F,SI1,GIA,7421792423,,5.01000,16790.40000,-47.53000,HONG KONG,10.73x8.95x6.15,68.70,58.00,0.00,0.00,0.00,0.00,STK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,10.73,8.95,6.15,http://image.simgems.com/images/SOZ214,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Cloud, Feather, Needle",05/04/2022 12:00:00 AM,0.00,SOZ214,Y,None,32000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT2,EC2,WC1,WT1,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7421792423,SIM GEMS USA INC,USA,21375.26547,False,,1.199,,M
D22S8CF-38B,SQEM,K,VS2,GIA,1468128337,,2.01000,2691.84960,-53.58880,HONG KONG,7.02x7.02x4.85,69.00,69.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,Medium,Blue,,,,,,,7.02,7.02,4.85,http://image.simgems.com/images/D22S8CF-38B,,"Feather, Natural",29/03/2023 12:00:00 AM,0.00,D22S8CF-38B,Y,None,5800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1468128337,,HONG KONG,6600.00000,False,,1.000,,A
SSP101,EM,D,VS1,GIA,1226597159,,6.01000,19750.50000,-65.35000,HONG KONG,11.76x8.71x5.95,68.30,64.00,0.00,0.00,0.00,0.00,VTK,,0.00,Polished,None,None,EX,EX,Strong,Blue,,,,,,,11.76,8.71,5.95,http://image.simgems.com/images/SSP101,Additional pinpoints are not shown. Surface graining is not shown.,"Crystal, Needle, Etch Channel, Pinpoint",19/08/2022 12:00:00 AM,0.00,SSP101,Y,,57000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1226597159,SIM GEMS USA INC,USA,16589.01830,False,,1.350,,M
CS64,RD,J,VVS2,GIA,1459755949,,2.01000,5100.87600,-43.94642,HONG KONG,8.12-8.15x4.94,60.70,62.00,33.00,12.50,41.60,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,8.15,8.12,4.94,http://image.simgems.com/images/CS64,,"Feather, Cloud",13/02/2023 12:00:00 AM,55.00,CS64,Y,None,9100.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,VG,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1459755949,TIZDAN OFIR,HONG KONG,6552.23881,False,,1.004,,M
D22S8CF-33B,PSB,J,VS1,GIA,6461128369,,1.03000,1746.28080,-48.63880,HONG KONG,9.28x5.68x3.23,56.80,59.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,Strong,Blue,,,,,,,9.28,5.68,3.23,http://image.simgems.com/images/D22S8CF-33B,Additional pinpoints are not shown.,"Crystal, Needle, Pinpoint",03/04/2023 12:00:00 AM,0.00,D22S8CF-33B,Y,,3400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6461128369,SIM GEMS USA INC,USA,4200.00000,False,,1.634,,M
D22S9CM-43A,RD,I,VS2,GIA,2467128383,,1.70000,3846.15000,-38.95000,HONG KONG,7.66-7.71x4.70,61.10,60.00,32.00,12.50,41.60,44.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,7.71,7.66,4.70,http://image.simgems.com/images/D22S9CM-43A,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Feather, Crystal, Needle",29/03/2023 12:00:00 AM,50.00,D22S9CM-43A,Y,,6300.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2467128383,SIM GEMS USA INC,USA,9000.00000,False,,1.007,,M
JBPD251C,PSM,M,VS1,GIA,6412900264,,2.01000,2336.40000,-38.51579,HONG KONG,10.59x6.69x4.15,62.10,66.00,0.00,0.00,0.00,0.00,STK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,10.59,6.69,4.15,http://image.simgems.com/images/JBPD251C,A manufacturing remnant is not shown.,"Feather, Natural",11/01/2022 12:00:00 AM,0.00,JBPD251C,Y,None,3800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6412900264,,HONG KONG,3010.00000,False,,1.583,,A
JBPD228-C,PSM,N,VS2,GIA,2225193889,,1.51000,1923.57000,0.00000,HONG KONG,9.58x5.97x3.70,62.00,66.00,0.00,0.00,0.00,0.00,MED to STK,Medium,0.00,Faceted,None,None,EX,GD,Strong,Blue,,,,,,,9.58,5.97,3.70,http://image.simgems.com/images/JBPD228-C,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Feather, Crystal, Needle, Indented Natural, Extra Facet",07/01/2022 12:00:00 AM,0.00,JBPD228-C,Y,Brown,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC2,BT0,EC1,WC2,WT1,NA,A,,Brown,,,,,,,,,https://www.gia.edu/report-check?reportno=2225193889,,HONG KONG,2080.00000,False,,1.605,,A
JBPD249J,PSB,J,VVS1,GIA,2427208044,,1.51000,3386.06730,-44.49070,HONG KONG,10.80x6.16x3.69,59.90,56.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,10.80,6.16,3.69,http://image.simgems.com/images/JBPD249J,,Feather,15/02/2022 12:00:00 AM,0.00,JBPD249J,Y,Brown,6100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,M,,Brown,,,,,,,,,https://www.gia.edu/report-check?reportno=2427208044,SIM GEMS USA INC,USA,5175.00000,False,,1.753,,M
HKSAP444,RD,K,VS1,GIA,6262274174,,5.67000,11404.80000,-36.64000,HONG KONG,11.50-11.53x6.99,60.70,60.00,35.50,14.50,41.00,43.50,THN to MED,Thin,3.00,,None,None,EX,EX,None,,,,,,,EX,11.53,11.50,6.99,http://image.simgems.com/images/HKSAP444,,"Cloud, Needle, Pinpoint, Natural",18/07/2017 12:00:00 AM,55.00,HKSAP444,Y,None,18000.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC1,WT1,NO,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6262274174,,HONG KONG,13870.00000,False,,1.003,,A
JBPD252C,PSM,WX,VS1,GIA,2225236049,,2.17000,2633.40000,-30.70000,HONG KONG,10.39x6.76x4.34,64.20,60.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,10.39,6.76,4.34,http://image.simgems.com/images/JBPD252C,,"Feather, Cloud, Pinpoint",27/01/2022 12:00:00 AM,0.00,JBPD252C,Y,,3800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,A,,Brown,,,,,,,,,https://www.gia.edu/report-check?reportno=2225236049,,HONG KONG,3010.00922,False,,1.537,,A
JBPD125A,RD,I,VVS1,GIA,6341297288,,1.09000,2593.55250,-47.07036,HONG KONG,6.64-6.66x4.01,60.30,60.00,34.00,13.50,41.00,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.66,6.64,4.01,http://image.simgems.com/images/JBPD125A,Clarity grade is based on internal graining that is not shown.,,17/12/2019 12:00:00 AM,50.00,JBPD125A,Y,Brown,4900.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,,A,,Brown,,,,,,,,,https://www.gia.edu/report-check?reportno=6341297288,,HONG KONG,5229.00000,False,,1.003,,A
JBPD128A,RD,J,VVS1,HRD,200000009430,,4.03000,7770.00000,-63.00000,HONG KONG,10.16-10.21x6.28,61.70,59.00,36.10,15.00,40.80,43.00,MED,Medium,3.50,Faceted,,Pointed,EX,EX,Strong,,,,,,,EX,10.21,10.16,6.28,http://image.simgems.com/images/JBPD128A,The stone in accordance with the mentioned number has been identified as a natural gem diamond.,,16/01/2020 12:00:00 AM,50.00,JBPD128A,Y,None,21000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC1,WT1,,A,,None,,,,,,,,,"https://my.hrdantwerp.com/?id,34&record_number=200000009430",,HONG KONG,9007.64764,False,,1.005,,A
JBPD129B,RD,I,I1,GIA,1345385484,,3.07000,4957.12800,-35.62171,HONG KONG,9.29-9.35x5.76,61.80,59.00,32.50,13.00,41.80,44.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,9.35,9.29,5.76,http://image.simgems.com/images/JBPD129B,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cloud, Needle, Natural",10/01/2020 12:00:00 AM,50.00,JBPD129B,Y,Brown,7700.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT3,EC2,WC1,WT2,,M,,Brown,,,,,,,,,https://www.gia.edu/report-check?reportno=1345385484,SIM GEMS USA INC,USA,6480.00000,False,,1.006,,M
SAP667,RD,L,IF,HRD,200000051483,,2.72000,5280.30360,-32.30380,HONG KONG,8.92-8.94x5.55,62.20,56.00,35.00,15.50,41.00,43.50,MED,Medium,3.50,Faceted,,Pointed,EX,EX,None,,,,,,,EX,8.94,8.92,5.55,http://image.simgems.com/images/SAP667,The stone in accordance with the mentioned number has been identified as a natural gem diamond.,,02/06/2020 12:00:00 AM,50.00,SAP667,Y,None,7800.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,,M,,None,,,,,,,,,"https://my.hrdantwerp.com/?id,34&record_number=200000051483",GAILY JEWELLERY COMPANY LIMITED,HONG KONG,6930.00000,False,,1.002,,M
JBPD158B,RAD,F,SI1,GIA,2357317475,,1.01000,1873.08000,-53.17300,HONG KONG,5.87x5.28x3.81,72.20,75.00,0.00,0.00,0.00,0.00,THN to VTK,Thin,0.00,,None,None,EX,VG,None,,,,,,,,5.87,5.28,3.81,http://image.simgems.com/images/JBPD158B,Pinpoints are not shown. Surface graining is not shown.,"Twinning Wisp, Feather, Needle, Indented Natural, Natural",14/05/2020 12:00:00 AM,0.00,JBPD158B,Y,,4000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2357317475,SIM GEMS USA INC,USA,3298.09901,False,,1.112,,M
JBPD163A,PSB,L,SI1,GIA,7353476493,,1.11000,1057.32000,-47.13400,HONG KONG,8.71x5.62x3.74,66.60,56.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,Medium,Blue,,,,,,,8.71,5.62,3.74,http://image.simgems.com/images/JBPD163A,"Additional twinning wisps, pinpoints, clouds and surface graining are not shown.",Twinning Wisp,03/07/2020 12:00:00 AM,0.00,JBPD163A,Y,,2000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,NA,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7353476493,,HONG KONG,1680.00000,False,,1.550,,A
BZ1B,EM,F,SI2,GIA,6351861067,,2.01000,4866.66180,-46.52020,HONG KONG,8.90x5.90x4.10,69.40,67.00,0.00,0.00,0.00,0.00,STK,,0.00,,None,None,EX,EX,None,,,,,,,,8.90,5.90,4.10,http://image.simgems.com/images/BZ1B,Pinpoints are not shown.,"Feather, Crystal, Needle",28/08/2020 12:00:00 AM,0.00,BZ1B,Y,None,9100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC2,WC1,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6351861067,SIM GEMS USA INC,USA,7456.90050,False,,1.508,,M
HKSAP300,RD,I,I1,GIA,7358348161,,1.10000,1471.93200,-45.48400,HONG KONG,6.54-6.58x4.12,62.80,56.00,36.50,16.50,40.60,42.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.58,6.54,4.12,http://image.simgems.com/images/HKSAP300,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Needle",01/06/2020 12:00:00 AM,50.00,HKSAP300,Y,,2700.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC1,BT1,EC1,WC1,WT1,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7358348161,SIM GEMS USA INC,USA,2775.00000,False,,1.006,,M
HKSAP345,RD,I,I1,GIA,2388267556,,1.10000,1517.72940,-43.78780,HONG KONG,6.55-6.57x4.14,63.10,56.00,36.50,16.00,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,VG,None,,,,,,,EX,6.57,6.55,4.14,http://image.simgems.com/images/HKSAP345,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Cloud, Feather, Needle",07/04/2021 12:00:00 AM,50.00,HKSAP345,Y,None,2700.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC1,BT2,EC2,WC1,WT2,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2388267556,SIM GEMS USA INC,USA,2146.00000,False,,1.003,,M
HKSAP279,RD,F,VVS1,GIA,6345509524,,1.00000,4234.30919,-56.34733,HONG KONG,6.30-6.38x3.97,62.70,61.00,32.50,12.50,42.00,44.50,VTN to THK,Very Thin,5.50,Faceted,None,None,EX,VG,None,,,,,,,VG,6.38,6.30,3.97,http://image.simgems.com/images/HKSAP279,,"Pinpoint, Feather, Natural, Extra Facet",28/01/2020 12:00:00 AM,50.00,HKSAP279,Y,None,9700.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NO,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6345509524,,HONG KONG,6713.00000,False,Not Available,1.013,,A
JBPD174B,RD,H,I1,GIA,7386104698,,1.03000,1276.76340,-55.97368,HONG KONG,6.59-6.61x3.87,58.60,62.00,33.00,12.50,40.40,42.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,VG,6.61,6.59,3.87,http://image.simgems.com/images/JBPD174B,"Additional twinning wisps, pinpoints and surface graining are not shown.","Feather, Twinning Wisp, Crystal, Cavity, Needle, Natural",24/03/2021 12:00:00 AM,50.00,JBPD174B,Y,,2900.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC2,BT3,EC3,WC2,WT2,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7386104698,SIM GEMS USA INC,USA,2160.00000,False,,1.003,,M
GSHK053,RD,E,VVS2,GIA,2205609278,,1.00000,3871.75140,-58.36826,HONG KONG,6.23-6.31x4.03,64.30,56.00,38.00,17.50,40.40,42.50,MED to THK,Medium,4.50,Faceted,None,None,VG,VG,None,,,,,,,VG,6.31,6.23,4.03,http://image.simgems.com/images/GSHK053,,"Cloud, Pinpoint",24/09/2019 12:00:00 AM,50.00,GSHK053,Y,,9300.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT1,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2205609278,,HONG KONG,6204.00000,False,Not Available,1.013,,A
JBPDS72-J,EM,D,SI2,GIA,2396260042,,1.00000,1718.53110,-55.93510,HONG KONG,7.17x4.70x3.13,66.50,65.00,0.00,0.00,0.00,0.00,THK,,0.00,,None,None,VG,VG,None,,,,,,,,7.17,4.70,3.13,http://image.simgems.com/images/JBPDS72-J,,Crystal,05/07/2021 12:00:00 AM,0.00,JBPDS72-J,Y,,3900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2396260042,SIM GEMS USA INC,USA,3201.00000,False,,1.526,,M
SGMAR9-C,RD,F,I1,GIA,1398169092,,2.27000,3278.88000,-54.46000,HONG KONG,8.34-8.37x5.22,62.50,58.00,36.50,15.50,40.80,43.00,MED to THK,Medium,3.50,Faceted,None,None,VG,EX,Strong,Blue,,,,,,EX,8.37,8.34,5.22,http://image.simgems.com/images/SGMAR9-C,"Additional twinning wisps, pinpoints and surface graining are not shown.","Twinning Wisp, Feather, Crystal, Natural",05/07/2021 12:00:00 AM,50.00,SGMAR9-C,Y,,7200.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC2,BT3,EC2,WC1,WT2,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1398169092,SIM GEMS USA INC,USA,2737.80176,False,,1.004,,M
JBPDS72B,EM,D,I1,GIA,5393748010,,1.01000,1377.98100,-55.54900,HONG KONG,7.20x4.88x2.90,59.40,63.00,0.00,0.00,0.00,0.00,VTK,,0.00,,None,None,EX,VG,None,,,,,,,,7.20,4.88,2.90,http://image.simgems.com/images/JBPDS72B,Pinpoints are not shown.,"Crystal, Feather, Needle, Extra Facet",11/08/2021 12:00:00 AM,0.00,JBPDS72B,Y,,3100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5393748010,SIM GEMS USA INC,USA,2345.19802,False,,1.475,,M
HKSAP422,RD,E,IF,GIA,1398260752,,1.01000,5306.45940,-57.54832,HONG KONG,6.20-6.27x4.00,64.20,57.00,38.50,17.50,40.00,42.00,STK to VTK,,5.00,Faceted,None,None,EX,VG,None,,,,,,,VG,6.27,6.20,4.00,http://image.simgems.com/images/HKSAP422,Minor details of polish are not shown.,,29/06/2021 12:00:00 AM,50.00,HKSAP422,Y,,12500.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NO,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1398260752,,HONG KONG,7728.00000,False,Not Available,1.011,,A
JBPD212A,PSB,D,SI2,GIA,1413126525,,1.01000,2141.31060,-45.09460,HONG KONG,8.84x5.38x3.47,64.50,59.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,Faint,,,,,,,,8.84,5.38,3.47,http://image.simgems.com/images/JBPD212A,,Feather,09/11/2021 12:00:00 AM,0.00,JBPD212A,Y,,3900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,NA,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1413126525,SIM GEMS USA INC,USA,3180.00000,False,,1.643,,M
JBPD207-A,RD,QR,SI2,GIA,2406721039,,3.03000,3316.50000,-50.50000,HONG KONG,9.30-9.33x5.69,61.10,58.00,34.00,14.50,40.80,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,9.33,9.30,5.69,http://image.simgems.com/images/JBPD207-A,Additional clouds are not shown. Pinpoints are not shown.,"Feather, Crystal, Cloud, Needle",03/11/2021 12:00:00 AM,50.00,JBPD207-A,Y,,6700.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT1,EC1,WC1,WT2,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2406721039,,HONG KONG,4355.00000,False,,1.003,,A
